File Name,File ID,View URL,AuthorName,Year,Title,AuthorName_Clean,Year_Clean,Title_Clean
Svec - 2017 - A Classroom Simulation Activity to Visualize Energ.pdf,1jGhIVhORA1MybnaS593zpGCaT4tjvUi8,https://drive.google.com/file/d/1jGhIVhORA1MybnaS593zpGCaT4tjvUi8/view,Svec,2017,A Classroom Simulation Activity to Visualize Energ,svec,2017,a classroom simulation activity to visualize energ
Taylor et al. - 2021 - Online Tools for Teaching Cancer Bioinformatics.pdf,1B2SjfTFcdFBnVb_6aiVeDExBSCS4u2yo,https://drive.google.com/file/d/1B2SjfTFcdFBnVb_6aiVeDExBSCS4u2yo/view,Taylor et al.,2021,Online Tools for Teaching Cancer Bioinformatics,taylor et al.,2021,online tools for teaching cancer bioinformatics
Tessier - 2006 - An inquiry-based laboratory design for microbial e.pdf,16Dh4pa-P6qD-uAt33ukq-kPhi5upRCL0,https://drive.google.com/file/d/16Dh4pa-P6qD-uAt33ukq-kPhi5upRCL0/view,Tessier,2006,An inquiry-based laboratory design for microbial e,tessier,2006,an inquiry-based laboratory design for microbial e
Tifft and Fisher - 2019 - Translating Co-Translational Translocation.pdf,15oItkU1vcp22BkZPOpz2zw-iP6H-oQkR,https://drive.google.com/file/d/15oItkU1vcp22BkZPOpz2zw-iP6H-oQkR/view,Tifft and Fisher,2019,Translating Co-Translational Translocation,tifft and fisher,2019,translating co-translational translocation
Tinsley - 2019 - Teaching cell structures through games.pdf,11m6_--Z3FGpWiMLNOBmgBFM1CvZ4Cdl2,https://drive.google.com/file/d/11m6_--Z3FGpWiMLNOBmgBFM1CvZ4Cdl2/view,Tinsley,2019,Teaching cell structures through games,tinsley,2019,teaching cell structures through games
Tinsley - 2020 - Online Adaptation of the Cell EngineerDetective L.pdf,1ugE9qzaGoQkNA5QFfkxFym_ypwOS9obv,https://drive.google.com/file/d/1ugE9qzaGoQkNA5QFfkxFym_ypwOS9obv/view,Tinsley,2020,Online Adaptation of the Cell EngineerDetective L,tinsley,2020,online adaptation of the cell engineerdetective l
Tobin and Shade - 2018 - A town on fire! Integrating 16S rRNA gene amplicon.pdf,1NKI3XL3FPqclLqff5ENrQ2wl_5RWVbZk,https://drive.google.com/file/d/1NKI3XL3FPqclLqff5ENrQ2wl_5RWVbZk/view,Tobin and Shade,2018,A town on fire! Integrating 16S rRNA gene amplicon,tobin and shade,2018,a town on fire! integrating 16s rrna gene amplicon
Trenchmann et al. - 2017 - An active-learning lesson that targets student und.pdf,1WlnMzcYaQNvLzodSlaRUCQEmy38F3-Eh,https://drive.google.com/file/d/1WlnMzcYaQNvLzodSlaRUCQEmy38F3-Eh/view,Trenchmann et al.,2017,An active-learning lesson that targets student und,trenchmann et al.,2017,an active-learning lesson that targets student und
Trigiano et al. - 2008 - Two simple and inexpensive laboratory exercises fo.pdf,1VD8VhgFDCIQ60Q1TSFIMCjbDLEHAflus,https://drive.google.com/file/d/1VD8VhgFDCIQ60Q1TSFIMCjbDLEHAflus/view,Trigiano et al.,2008,Two simple and inexpensive laboratory exercises fo,trigiano et al.,2008,two simple and inexpensive laboratory exercises fo
Trimby et al. - 2018 - Discovery Poster Project.pdf,17xKoQlJav0mwg_WwkPewdRSHoEONbZnF,https://drive.google.com/file/d/17xKoQlJav0mwg_WwkPewdRSHoEONbZnF/view,Trimby et al.,2018,Discovery Poster Project,trimby et al.,2018,discovery poster project
Tuominen - 2015 - A Structured Inquiry Approach to Cotyledon Phenotyping.pdf,1aIXNkvklEBU7JjXrjur8wZH3CAozH_PG,https://drive.google.com/file/d/1aIXNkvklEBU7JjXrjur8wZH3CAozH_PG/view,Tuominen,2015,A Structured Inquiry Approach to Cotyledon Phenotyping,tuominen,2015,a structured inquiry approach to cotyledon phenotyping
Turner - 2013 - Comparisons of Mycorrhizal Properties from Two Hos.pdf,1SFLQhcGpHW1eCKlwHE--NtXtAEKwtocL,https://drive.google.com/file/d/1SFLQhcGpHW1eCKlwHE--NtXtAEKwtocL/view,Turner,2013,Comparisons of Mycorrhizal Properties from Two Hos,turner,2013,comparisons of mycorrhizal properties from two hos
Ulbricht - 2019 - CRISPRCas9 in yeast a multi-week laboratory exer.pdf,1-6JjLw0t4SmIubCH-CtvZ0nuwdLYPkWP,https://drive.google.com/file/d/1-6JjLw0t4SmIubCH-CtvZ0nuwdLYPkWP/view,Ulbricht,2019,CRISPRCas9 in yeast a multi-week laboratory exer,ulbricht,2019,crisprcas9 in yeast a multi-week laboratory exer
Unger and Rollins - 2022 - Bioinformatics is a BLAST Engaging First-Year Bio.pdf,1G21L7vKgXfnbsc6uYNfXK4Kr72-NcIuV,https://drive.google.com/file/d/1G21L7vKgXfnbsc6uYNfXK4Kr72-NcIuV/view,Unger and Rollins,2022,Bioinformatics is a BLAST Engaging First-Year Bio,unger and rollins,2022,bioinformatics is a blast engaging first-year bio
Unger et al. - 2020 - Hot- or Cold-Blooded A Laboratory Activity That U.pdf,10qCXB2ce3iJSk4XhzfBkUZdc_XsXmJcb,https://drive.google.com/file/d/10qCXB2ce3iJSk4XhzfBkUZdc_XsXmJcb/view,Unger et al.,2020,Hot- or Cold-Blooded A Laboratory Activity That U,unger et al.,2020,hot- or cold-blooded a laboratory activity that u
Vandegrift and Cavanagh - 2019 - Building student literacy and metacognition throug.pdf,1ub-qGSxdsZ6_Y1ye68CVbgnA-CNvd8CC,https://drive.google.com/file/d/1ub-qGSxdsZ6_Y1ye68CVbgnA-CNvd8CC/view,Vandegrift and Cavanagh,2019,Building student literacy and metacognition throug,vandegrift and cavanagh,2019,building student literacy and metacognition throug
Vandegrift and Dawson - 2016 - Sex and gender What does it mean to be female or .pdf,1wDUccgQ2_tMbNuSUcINrJFte7qvPWowO,https://drive.google.com/file/d/1wDUccgQ2_tMbNuSUcINrJFte7qvPWowO/view,Vandegrift and Dawson,2016,Sex and gender What does it mean to be female or,vandegrift and dawson,2016,sex and gender what does it mean to be female or
Vanni and Gephart - 2011 - Metabolic ecology How do body size and temperatur.pdf,11L9GP7BK8Es6-qdgkJMjC6i8Y5cNDD84,https://drive.google.com/file/d/11L9GP7BK8Es6-qdgkJMjC6i8Y5cNDD84/view,Vanni and Gephart,2011,Metabolic ecology How do body size and temperatur,vanni and gephart,2011,metabolic ecology how do body size and temperatur
Varner et al. - 2020 - How Many Squirrels Are in the Shrubs A Lesson Pla.pdf,1_scjfN7_NYK_JV6cXuMPLcDbswF8UW3A,https://drive.google.com/file/d/1_scjfN7_NYK_JV6cXuMPLcDbswF8UW3A/view,Varner et al.,2020,How Many Squirrels Are in the Shrubs A Lesson Pla,varner et al.,2020,how many squirrels are in the shrubs a lesson pla
Vidal - 2020 - Cocktail Napkin Presentations Design of an Activi.pdf,19AgFHuBvhmXJCDqIkDvGWNofV8iKKg4x,https://drive.google.com/file/d/19AgFHuBvhmXJCDqIkDvGWNofV8iKKg4x/view,Vidal,2020,Cocktail Napkin Presentations Design of an Activi,vidal,2020,cocktail napkin presentations design of an activi
Villamagna - 2009 - An ecosystem approach to invasive species manageme.pdf,1VF_pleT9NbsRR6IWdZlFsP3qBzUI0tGt,https://drive.google.com/file/d/1VF_pleT9NbsRR6IWdZlFsP3qBzUI0tGt/view,Villamagna,2009,An ecosystem approach to invasive species manageme,villamagna,2009,an ecosystem approach to invasive species manageme
Vinton - 2013 - What NOT to Read A Lesson in Reviewing and Critiquing Scientific Literature Using a Junk Science Article on Climate Change.pdf,1gVdL9i-q6xWPsKC-zi_s-TbfxjPT4-tX,https://drive.google.com/file/d/1gVdL9i-q6xWPsKC-zi_s-TbfxjPT4-tX/view,Vinton,2013,What NOT to Read A Lesson in Reviewing and Critiquing Scientific Literature Using a Junk Science Article on Climate Change,vinton,2013,what not to read a lesson in reviewing and critiquing scientific literature using a junk science article on climate change
Vita et al. - 2021 - Problem-Based Learning for Physiology Synthesizin.pdf,1FatNs1I3qNx_eRcyrKA_cmH_8e8KdnKO,https://drive.google.com/file/d/1FatNs1I3qNx_eRcyrKA_cmH_8e8KdnKO/view,Vita et al.,2021,Problem-Based Learning for Physiology Synthesizin,vita et al.,2021,problem-based learning for physiology synthesizin
Vrentas et al. - 2018 - Riboflavin Riboswitch Regulation Hands-On Learnin.pdf,1HVFtOeijdwWngtSXDiMnCMvfSdiAs2pz,https://drive.google.com/file/d/1HVFtOeijdwWngtSXDiMnCMvfSdiAs2pz/view,Vrentas et al.,2018,Riboflavin Riboswitch Regulation Hands-On Learnin,vrentas et al.,2018,riboflavin riboswitch regulation hands-on learnin
Wachira et al. - 2019 - Investigating Cell Signaling with Gene Expression .pdf,1-lbx7YMnGXHSvJY2ow5Cv68CkUzo9lpq,https://drive.google.com/file/d/1-lbx7YMnGXHSvJY2ow5Cv68CkUzo9lpq/view,Wachira et al.,2019,Investigating Cell Signaling with Gene Expression,wachira et al.,2019,investigating cell signaling with gene expression
Wack et al. - 2021 - A Framework & Lesson to Engage Biology Students in.pdf,1ppBO8Xurg5eXKH7KGh3nQqGbwGRHO_Gu,https://drive.google.com/file/d/1ppBO8Xurg5eXKH7KGh3nQqGbwGRHO_Gu/view,Wack et al.,2021,A Framework & Lesson to Engage Biology Students in,wack et al.,2021,a framework & lesson to engage biology students in
Waddell et al. - 2021 - Flying in the Face of Adversity a Drosophila-Base.pdf,1MzaW_SzZewMFTBY3ihmaCiSQYNFgLwUS,https://drive.google.com/file/d/1MzaW_SzZewMFTBY3ihmaCiSQYNFgLwUS/view,Waddell et al.,2021,Flying in the Face of Adversity a Drosophila-Base,waddell et al.,2021,flying in the face of adversity a drosophila-base
Wagner - 2007 - Microbiology in Jeopardy.pdf,1sMnVu5Ijzgk1cVPxvixdTI7IHUJp1PYl,https://drive.google.com/file/d/1sMnVu5Ijzgk1cVPxvixdTI7IHUJp1PYl/view,Wagner,2007,Microbiology in Jeopardy,wagner,2007,microbiology in jeopardy
Waldo et al. - 2018 - Development and validation of an undergraduate lab.pdf,1WXszovutPCt-bogM7rhoF7sfrPFMdNgV,https://drive.google.com/file/d/1WXszovutPCt-bogM7rhoF7sfrPFMdNgV/view,Waldo et al.,2018,Development and validation of an undergraduate lab,waldo et al.,2018,development and validation of an undergraduate lab
Walser-Kuntz - 2009 - Phylogenetics problems.pdf,1HP5XgiYdzfVMd7GDq79gmnXYz-SF6RvD,https://drive.google.com/file/d/1HP5XgiYdzfVMd7GDq79gmnXYz-SF6RvD/view,Walser-Kuntz,2009,Phylogenetics problems,walser-kuntz,2009,phylogenetics problems
Walsh - 2018 - Using CRISPR/Cas9 genome editing technology as an educational tool to study primary cilia in mammalian cell culture.pdf,132y5cEH21o5YoUVB3t6qVF0mYhNYCmk9,https://drive.google.com/file/d/132y5cEH21o5YoUVB3t6qVF0mYhNYCmk9/view,Walsh,2018,Using CRISPR/Cas9 genome editing technology as an educational tool to study primary cilia in mammalian cell culture,walsh,2018,using crispr/cas9 genome editing technology as an educational tool to study primary cilia in mammalian cell culture
Walsh - 2021 - Developing Decolonial Consciousness in Biology Stu.pdf,10XWZKGkgvKRCH5AkUwwa1fBvX_MBNYwB,https://drive.google.com/file/d/10XWZKGkgvKRCH5AkUwwa1fBvX_MBNYwB/view,Walsh,2021,Developing Decolonial Consciousness in Biology Stu,walsh,2021,developing decolonial consciousness in biology stu
Walsh et al. - 2019 - Teaching Biodiversity with Museum Specimens in an .pdf,1_3FakO1Y5TQONwuNeXBu_Hx9b1ZKp7WC,https://drive.google.com/file/d/1_3FakO1Y5TQONwuNeXBu_Hx9b1ZKp7WC/view,Walsh et al.,2019,Teaching Biodiversity with Museum Specimens in an,walsh et al.,2019,teaching biodiversity with museum specimens in an
Walter - 2016 - Population Dynamics Bacterial Growth Curves Provide Data to Calculate Growth Rates and Carrying Capacity.pdf,1pdJCgSGp5LgLaq_OEFoEW4SyLujUm6uj,https://drive.google.com/file/d/1pdJCgSGp5LgLaq_OEFoEW4SyLujUm6uj/view,Walter,2016,Population Dynamics Bacterial Growth Curves Provide Data to Calculate Growth Rates and Carrying Capacity,walter,2016,population dynamics bacterial growth curves provide data to calculate growth rates and carrying capacity
Watson - 2015 - Snack Cake 'Dissection' A Flipped Classroom Exerc.pdf,1VtflWz_JFWDCePRBtN2icCHEOYxWf3M0,https://drive.google.com/file/d/1VtflWz_JFWDCePRBtN2icCHEOYxWf3M0/view,Watson,2015,Snack Cake 'Dissection' A Flipped Classroom Exerc,watson,2015,snack cake 'dissection' a flipped classroom exerc
Watson and Lom - 2008 - More than a picture helping undergraduates learn .pdf,1kVBtmvVoalqq4TJP3q9ikvqIblqdxsYJ,https://drive.google.com/file/d/1kVBtmvVoalqq4TJP3q9ikvqIblqdxsYJ/view,Watson and Lom,2008,More than a picture helping undergraduates learn,watson and lom,2008,more than a picture helping undergraduates learn
"Weeks et al. - 2013 - Making Microscopy Motivating, Memorable, & Manageable for Undergraduate Students with Digital Imaging Laboratories.pdf",1yoLkkF0Ina2IMBR18Eznl92gSB7aJQlI,https://drive.google.com/file/d/1yoLkkF0Ina2IMBR18Eznl92gSB7aJQlI/view,Weeks et al.,2013,"Making Microscopy Motivating, Memorable, & Manageable for Undergraduate Students with Digital Imaging Laboratories",weeks et al.,2013,"making microscopy motivating, memorable, & manageable for undergraduate students with digital imaging laboratories"
"Weigel et al. - 2014 - Oh, Behave! Behavior as an Interaction between Gen.pdf",191f_14MD05EwH5INAhY8c-x2lOOphzMz,https://drive.google.com/file/d/191f_14MD05EwH5INAhY8c-x2lOOphzMz/view,Weigel et al.,2014,"Oh, Behave! Behavior as an Interaction between Gen",weigel et al.,2014,"oh, behave! behavior as an interaction between gen"
Weisstein et al. - 2016 - A Hands-on Introduction to Hidden Markov Models.pdf,1vbhXzVGd9-iixdJsvSWQ6kZ2YOPYTqan,https://drive.google.com/file/d/1vbhXzVGd9-iixdJsvSWQ6kZ2YOPYTqan/view,Weisstein et al.,2016,A Hands-on Introduction to Hidden Markov Models,weisstein et al.,2016,a hands-on introduction to hidden markov models
White et al. - 2013 - Integrative cases for teaching evolution.pdf,1bncISsDNICIM6CHmA_v2S63I6geas7im,https://drive.google.com/file/d/1bncISsDNICIM6CHmA_v2S63I6geas7im/view,White et al.,2013,Integrative cases for teaching evolution,white et al.,2013,integrative cases for teaching evolution
"Wickham et al. - 2021 - The Spine Lab A Short-Duration, Fully-Remote Cour.pdf",1VfIuZGVPlZ-U_rt1PkO8tG-0tCgvZsl1,https://drive.google.com/file/d/1VfIuZGVPlZ-U_rt1PkO8tG-0tCgvZsl1/view,Wickham et al.,2021,"The Spine Lab A Short-Duration, Fully-Remote Cour",wickham et al.,2021,"the spine lab a short-duration, fully-remote cour"
Wiedenmann - 2016 - Simulating Sampling Communities and Calculating Diversity Indices with Scrabble Game Tiles.pdf,1lfrfBPYO1afgFmGiDbGPob04FD1G1NRS,https://drive.google.com/file/d/1lfrfBPYO1afgFmGiDbGPob04FD1G1NRS/view,Wiedenmann,2016,Simulating Sampling Communities and Calculating Diversity Indices with Scrabble Game Tiles,wiedenmann,2016,simulating sampling communities and calculating diversity indices with scrabble game tiles
Wiese - 2020 - Plankton Lab.pdf,1vYQTdoNFpO6NpmaLxH02oSq1o7Du_HGE,https://drive.google.com/file/d/1vYQTdoNFpO6NpmaLxH02oSq1o7Du_HGE/view,Wiese,2020,Plankton Lab,wiese,2020,plankton lab
Wiles - 2014 - Ethical dilemmas in the biology undergraduate clas.pdf,17xfloD9c2Y-WX1otlID7aT5hUa8Td0Tv,https://drive.google.com/file/d/17xfloD9c2Y-WX1otlID7aT5hUa8Td0Tv/view,Wiles,2014,Ethical dilemmas in the biology undergraduate clas,wiles,2014,ethical dilemmas in the biology undergraduate clas
Williams and Wassenberg - 2017 - Promoting Climate Change Literacy for Non-majors .pdf,1H8GAU_-OlXpcFMbmktlWpDxG62Ej8d_m,https://drive.google.com/file/d/1H8GAU_-OlXpcFMbmktlWpDxG62Ej8d_m/view,Williams and Wassenberg,2017,Promoting Climate Change Literacy for Non-majors,williams and wassenberg,2017,promoting climate change literacy for non-majors
"Williamson and Lee - 2018 - What's Behind That Smile Using Analogies, Facial .pdf",1aVrKXbJT1v3JIZ_8alUsb7VuXJGDlfVR,https://drive.google.com/file/d/1aVrKXbJT1v3JIZ_8alUsb7VuXJGDlfVR/view,Williamson and Lee,2018,"What's Behind That Smile Using Analogies, Facial",williamson and lee,2018,"what's behind that smile using analogies, facial"
Wisner - 2022 - Exploring the Complexities of Photosynthesis Throu.pdf,1Tn70ypivYnKRg3vkuj7spMY_d3A9oZLP,https://drive.google.com/file/d/1Tn70ypivYnKRg3vkuj7spMY_d3A9oZLP/view,Wisner,2022,Exploring the Complexities of Photosynthesis Throu,wisner,2022,exploring the complexities of photosynthesis throu
Witucki et al. - 2018 - Typhoid Mary A Story-Based Approach to the Teachi.pdf,1ijT12HKpBwXvLzYvN4bvIRS1H0QNEq8e,https://drive.google.com/file/d/1ijT12HKpBwXvLzYvN4bvIRS1H0QNEq8e/view,Witucki et al.,2018,Typhoid Mary A Story-Based Approach to the Teachi,witucki et al.,2018,typhoid mary a story-based approach to the teachi
Wlezien et al. - 2022 - Role of Crop Genetic Diversity on Pathogen Impact.pdf,1nM-lJQV3rCzvxpsRdCswddJpnDOsnllf,https://drive.google.com/file/d/1nM-lJQV3rCzvxpsRdCswddJpnDOsnllf/view,Wlezien et al.,2022,Role of Crop Genetic Diversity on Pathogen Impact,wlezien et al.,2022,role of crop genetic diversity on pathogen impact
Woelmer - 2021 - Using Ecological Forecasts to Guide Decision Making.pdf,1exs1CveMKkLRGDlXBd5A4zFVio2FnEs3,https://drive.google.com/file/d/1exs1CveMKkLRGDlXBd5A4zFVio2FnEs3/view,Woelmer,2021,Using Ecological Forecasts to Guide Decision Making,woelmer,2021,using ecological forecasts to guide decision making
Wolfe - 2010 - A Visually-Induced Eyelid Droop Illusion as a Classroom Demonstration of Cross-Modality.pdf,1Iqk0clN5ZUYFwAXKxE7ZmzZQcf8V-2R8,https://drive.google.com/file/d/1Iqk0clN5ZUYFwAXKxE7ZmzZQcf8V-2R8/view,Wolfe,2010,A Visually-Induced Eyelid Droop Illusion as a Classroom Demonstration of Cross-Modality,wolfe,2010,a visually-induced eyelid droop illusion as a classroom demonstration of cross-modality
Wollert - 2020 - Wet & Dry Lab Activities to Introduce Students to .pdf,1WHbnec_J0Vv3JSF8PHaqulQYXe2CZiAI,https://drive.google.com/file/d/1WHbnec_J0Vv3JSF8PHaqulQYXe2CZiAI/view,Wollert,2020,Wet & Dry Lab Activities to Introduce Students to,wollert,2020,wet & dry lab activities to introduce students to
Wollmuth et al. - 2022 - Is Earth Currently Undergoing a Sixth Mass Extinct.pdf,1_2sf-RhSV9isE0TfX_clU0Gb6QzHBnA2,https://drive.google.com/file/d/1_2sf-RhSV9isE0TfX_clU0Gb6QzHBnA2/view,Wollmuth et al.,2022,Is Earth Currently Undergoing a Sixth Mass Extinct,wollmuth et al.,2022,is earth currently undergoing a sixth mass extinct
Woodbury et al. - 2022 - Garden Variety Mutations Using Primary Data to Un.pdf,1tZZWLOLdphsMa527a7t4QodFe3I6Kyel,https://drive.google.com/file/d/1tZZWLOLdphsMa527a7t4QodFe3I6Kyel/view,Woodbury et al.,2022,Garden Variety Mutations Using Primary Data to Un,woodbury et al.,2022,garden variety mutations using primary data to un
Wright - 2014 - Why Meiosis Matters The case of the fatherless sn.pdf,1pOuXZmQ4_ZLsobz4IRaW3cT8A4mGREZE,https://drive.google.com/file/d/1pOuXZmQ4_ZLsobz4IRaW3cT8A4mGREZE/view,Wright,2014,Why Meiosis Matters The case of the fatherless sn,wright,2014,why meiosis matters the case of the fatherless sn
Wright - 2015 - Building a Model of Tumorigenesis A small group a.pdf,1L5nvvPazIO18TmQkSMfWmU3Wr0fo1P67,https://drive.google.com/file/d/1L5nvvPazIO18TmQkSMfWmU3Wr0fo1P67/view,Wright,2015,Building a Model of Tumorigenesis A small group a,wright,2015,building a model of tumorigenesis a small group a
Wright - 2018 - Simulating Passive Properties of Neurons Using Matlab.pdf,1cEmyuodCQ_RCF0ckxzsa4G2530U5b6_t,https://drive.google.com/file/d/1cEmyuodCQ_RCF0ckxzsa4G2530U5b6_t/view,Wright,2018,Simulating Passive Properties of Neurons Using Matlab,wright,2018,simulating passive properties of neurons using matlab
Wright and Newman - 2011 - An interactive modeling lesson increases students'.pdf,1RgHzPxCHq0tz8vnDGVoOEdH95AAnuL-M,https://drive.google.com/file/d/1RgHzPxCHq0tz8vnDGVoOEdH95AAnuL-M/view,Wright and Newman,2011,An interactive modeling lesson increases students',wright and newman,2011,an interactive modeling lesson increases students'
